Time,Untitled
2018/12/07 17:44:47.325,0.061227
2018/12/07 17:45:01.159,0.163423
2018/12/07 17:45:01.323,0.163423
2018/12/07 17:45:01.556,0.086776
2018/12/07 17:45:01.736,0.147455
2018/12/07 17:45:01.925,0.157036
2018/12/07 17:45:02.092,0.141068
2018/12/07 17:45:02.262,0.1251
2018/12/07 17:45:02.436,0.153842
2018/12/07 17:45:02.608,0.153842
2018/12/07 17:45:02.784,0.134681
2018/12/07 17:45:02.956,0.185779
2018/12/07 17:45:03.130,0.070808
2018/12/07 17:45:59.257,0.013323
2018/12/07 17:45:59.444,0.000548
2018/12/07 17:45:59.633,-0.025001
2018/12/07 17:45:59.837,0.010129
2018/12/07 17:46:00.025,0.01971
2018/12/07 17:46:00.196,0.003742
2018/12/07 17:46:00.382,0.01971
2018/12/07 17:46:00.560,0.003742
2018/12/07 17:46:00.745,0.000548
2018/12/07 17:46:00.927,-0.01542
2018/12/07 17:46:01.107,-0.005839
2018/12/07 17:46:01.297,-0.028195
2018/12/07 17:46:01.497,-0.040969
2018/12/07 17:46:01.668,0.035678
2018/12/07 17:46:01.857,0.022903
2018/12/07 17:46:02.039,-0.031388
2018/12/07 17:46:02.218,-0.009033
2018/12/07 17:46:02.394,-0.05055
2018/12/07 17:46:02.552,-0.028195
2018/12/07 17:46:02.738,0.006935
2018/12/07 17:46:02.907,-0.028195
2018/12/07 17:46:03.085,-0.025001
2018/12/07 17:46:03.258,0.029291
2018/12/07 17:46:03.441,0.01971
2018/12/07 17:46:03.606,-0.047356
2018/12/07 17:46:03.788,0.010129
2018/12/07 17:46:03.951,-0.012226
2018/12/07 17:46:04.138,-0.021807
2018/12/07 17:46:04.319,-0.002646
2018/12/07 17:46:04.521,0.013323
2018/12/07 17:46:04.703,0.042065
2018/12/07 17:46:04.900,-0.021807
2018/12/07 17:46:05.092,-0.009033
2018/12/07 17:46:05.274,-0.01542
2018/12/07 17:46:05.454,-0.002646
2018/12/07 17:46:05.639,0.003742
2018/12/07 17:46:05.826,0.010129
2018/12/07 17:46:06.002,-0.012226
2018/12/07 17:46:06.171,-0.002646
2018/12/07 17:46:06.366,0.006935
2018/12/07 17:46:06.553,0.013323
2018/12/07 17:46:06.733,0.003742
2018/12/07 17:46:06.917,0.035678
2018/12/07 17:46:07.094,-0.012226
2018/12/07 17:46:07.277,0.058033
2018/12/07 17:46:07.469,0.029291
2018/12/07 17:46:07.656,0.01971
2018/12/07 17:46:07.851,-0.01542
2018/12/07 17:46:08.038,0.029291
2018/12/07 17:46:08.209,-0.05055
2018/12/07 17:46:08.398,0.01971
2018/12/07 17:46:08.575,0.000548
2018/12/07 17:46:08.762,-0.012226
2018/12/07 17:46:08.946,0.006935
2018/12/07 17:46:09.127,0.006935
2018/12/07 17:46:09.322,0.006935
2018/12/07 17:46:09.526,0.01971
2018/12/07 17:46:09.717,-0.034582
2018/12/07 17:46:09.913,-0.031388
2018/12/07 17:46:10.089,0.003742
2018/12/07 17:46:10.277,0.038872
2018/12/07 17:46:10.448,-0.005839
2018/12/07 17:46:10.635,-0.034582
2018/12/07 17:46:10.815,0.032484
2018/12/07 17:46:10.996,-0.018614
2018/12/07 17:46:11.189,-0.028195
2018/12/07 17:46:11.359,-0.025001
2018/12/07 17:46:11.540,0.006935
2018/12/07 17:46:11.731,0.038872
2018/12/07 17:46:11.915,0.026097
2018/12/07 17:46:12.107,0.003742
2018/12/07 17:46:12.307,-0.012226
2018/12/07 17:46:12.498,0.048452
2018/12/07 17:46:12.687,0.016516
2018/12/07 17:46:12.866,0.029291
2018/12/07 17:46:13.057,0.035678
2018/12/07 17:46:13.233,0.016516
2018/12/07 17:46:13.432,-0.01542
2018/12/07 17:46:13.619,0.026097
