Time,Untitled
2018/12/07 18:12:03.705,0.163423
2018/12/07 18:12:21.157,0.08997
2018/12/07 18:12:21.311,0.032484
2018/12/07 18:12:21.524,0.121906
2018/12/07 18:12:21.695,0.074002
2018/12/07 18:12:21.893,0.134681
2018/12/07 18:13:17.132,0.099551
2018/12/07 18:13:17.305,0.099551
2018/12/07 18:13:17.480,0.128293
2018/12/07 18:13:17.684,-0.069712
2018/12/07 18:13:17.874,-0.092067
2018/12/07 18:13:18.079,-0.076099
2018/12/07 18:13:18.253,-0.031388
2018/12/07 18:13:18.417,-0.072905
2018/12/07 18:13:18.600,-0.069712
2018/12/07 18:13:18.780,-0.063325
2018/12/07 18:13:18.962,-0.069712
2018/12/07 18:13:19.142,-0.069712
2018/12/07 18:13:19.329,-0.072905
2018/12/07 18:13:19.506,-0.069712
2018/12/07 18:13:19.690,-0.069712
2018/12/07 18:13:19.847,-0.072905
2018/12/07 18:13:20.014,-0.082486
2018/12/07 18:13:20.202,-0.066518
2018/12/07 18:13:20.388,-0.079293
2018/12/07 18:13:20.574,-0.044163
2018/12/07 18:13:20.744,-0.079293
2018/12/07 18:13:20.926,-0.072905
2018/12/07 18:13:21.129,-0.031388
2018/12/07 18:13:21.309,-0.002646
2018/12/07 18:13:21.493,-0.056937
2018/12/07 18:13:21.678,-0.072905
2018/12/07 18:13:21.883,-0.040969
2018/12/07 18:13:22.058,-0.047356
2018/12/07 18:13:22.234,-0.05055
2018/12/07 18:13:22.418,-0.025001
2018/12/07 18:13:22.603,-0.040969
2018/12/07 18:13:22.786,-0.063325
2018/12/07 18:13:22.974,-0.082486
2018/12/07 18:13:23.159,0.003742
2018/12/07 18:13:24.064,-0.025001
2018/12/07 18:13:24.258,0.000548
2018/12/07 18:13:24.450,-0.012226
2018/12/07 18:13:24.639,-0.01542
2018/12/07 18:13:24.821,-0.01542
2018/12/07 18:13:25.004,-0.037776
2018/12/07 18:13:25.192,-0.047356
2018/12/07 18:13:25.387,-0.063325
2018/12/07 18:13:25.576,-0.063325
2018/12/07 18:13:25.778,-0.072905
2018/12/07 18:13:25.951,-0.08568
2018/12/07 18:13:26.135,-0.076099
2018/12/07 18:13:26.320,-0.060131
2018/12/07 18:13:26.499,-0.028195
2018/12/07 18:13:26.684,-0.05055
2018/12/07 18:13:26.871,-0.040969
2018/12/07 18:13:27.057,-0.063325
2018/12/07 18:13:27.244,-0.076099
2018/12/07 18:13:27.445,-0.076099
2018/12/07 18:13:27.638,-0.01542
2018/12/07 18:13:27.809,-0.072905
2018/12/07 18:13:27.991,-0.040969
2018/12/07 18:13:28.188,-0.08568
2018/12/07 18:13:28.373,-0.063325
2018/12/07 18:13:28.553,-0.088874
2018/12/07 18:13:28.748,-0.072905
2018/12/07 18:13:28.934,-0.056937
2018/12/07 18:13:29.128,-0.05055
2018/12/07 18:13:29.286,-0.069712
2018/12/07 18:13:29.480,-0.031388
2018/12/07 18:13:29.672,-0.082486
2018/12/07 18:13:29.872,-0.08568
2018/12/07 18:13:30.068,-0.063325
2018/12/07 18:13:30.271,-0.072905
2018/12/07 18:13:30.461,-0.063325
2018/12/07 18:13:30.647,-0.066518
2018/12/07 18:13:30.830,-0.088874
2018/12/07 18:13:31.021,-0.069712
2018/12/07 18:13:31.214,-0.072905
2018/12/07 18:13:31.419,-0.060131
2018/12/07 18:13:31.613,-0.088874
2018/12/07 18:13:31.788,-0.095261
2018/12/07 18:13:31.993,-0.076099
2018/12/07 18:13:32.181,-0.063325
2018/12/07 18:13:32.362,-0.088874
2018/12/07 18:13:32.554,-0.034582
2018/12/07 18:13:32.751,0.022903
2018/12/07 18:13:32.942,-0.076099
2018/12/07 18:13:33.137,-0.063325
2018/12/07 18:13:33.311,-0.053744
2018/12/07 18:13:33.501,-0.079293
2018/12/07 18:13:33.691,-0.072905
2018/12/07 18:13:33.855,-0.053744
2018/12/07 18:13:34.050,-0.025001
2018/12/07 18:13:34.236,-0.056937
2018/12/07 18:13:34.449,-0.082486
2018/12/07 18:13:34.634,-0.088874
2018/12/07 18:13:34.811,-0.076099
2018/12/07 18:13:35.005,-0.082486
2018/12/07 18:13:35.200,-0.088874
2018/12/07 18:13:35.398,-0.092067
2018/12/07 18:13:35.592,-0.082486
2018/12/07 18:13:35.772,-0.079293
2018/12/07 18:13:35.972,-0.060131
2018/12/07 18:13:36.140,-0.056937
2018/12/07 18:13:36.338,-0.063325
2018/12/07 18:13:36.531,-0.069712
2018/12/07 18:13:36.727,-0.028195
2018/12/07 18:13:36.909,-0.082486
2018/12/07 18:13:37.082,-0.063325
2018/12/07 18:13:37.282,-0.053744
2018/12/07 18:13:37.467,-0.063325
2018/12/07 18:13:37.658,-0.063325
2018/12/07 18:13:37.857,-0.021807
2018/12/07 18:13:38.029,-0.066518
2018/12/07 18:13:38.218,-0.076099
2018/12/07 18:13:38.402,-0.072905
2018/12/07 18:13:38.591,-0.021807
2018/12/07 18:13:38.806,-0.060131
2018/12/07 18:13:39.002,-0.082486
2018/12/07 18:13:39.206,-0.066518
2018/12/07 18:13:39.377,-0.076099
2018/12/07 18:13:39.571,-0.076099
2018/12/07 18:13:39.766,-0.076099
2018/12/07 18:13:39.977,-0.082486
2018/12/07 18:13:40.173,-0.060131
2018/12/07 18:13:40.363,-0.076099
2018/12/07 18:13:40.575,-0.082486
2018/12/07 18:13:40.778,-0.069712
2018/12/07 18:13:40.975,-0.079293
2018/12/07 18:13:41.169,-0.031388
2018/12/07 18:13:41.377,-0.05055
2018/12/07 18:13:41.575,-0.060131
2018/12/07 18:13:41.786,-0.082486
2018/12/07 18:13:41.991,-0.092067
2018/12/07 18:13:42.187,-0.044163
2018/12/07 18:13:42.385,-0.044163
2018/12/07 18:13:42.578,-0.088874
2018/12/07 18:13:42.759,-0.069712
2018/12/07 18:13:42.931,-0.069712
2018/12/07 18:13:43.135,-0.031388
2018/12/07 18:13:43.322,-0.088874
2018/12/07 18:13:43.524,-0.060131
2018/12/07 18:13:43.708,-0.066518
2018/12/07 18:13:43.902,-0.044163
2018/12/07 18:13:44.106,-0.082486
2018/12/07 18:13:44.288,-0.088874
2018/12/07 18:13:44.505,-0.066518
2018/12/07 18:13:44.706,-0.088874
2018/12/07 18:13:44.902,-0.060131
2018/12/07 18:13:45.108,-0.060131
2018/12/07 18:13:45.320,-0.009033
2018/12/07 18:13:45.523,-0.08568
2018/12/07 18:13:45.704,-0.069712
2018/12/07 18:13:45.903,-0.088874
2018/12/07 18:13:46.092,-0.076099
2018/12/07 18:13:46.288,-0.088874
2018/12/07 18:13:46.488,-0.053744
2018/12/07 18:13:46.695,-0.088874
2018/12/07 18:13:46.910,-0.053744
2018/12/07 18:13:47.120,0.355041
2018/12/07 18:13:47.318,0.661629
2018/12/07 18:13:47.548,0.980992
2018/12/07 18:13:47.772,1.428101
2018/12/07 18:13:47.974,1.661236
2018/12/07 18:13:48.174,1.840079
2018/12/07 18:13:48.385,1.578201
2018/12/07 18:13:48.585,1.527103
2018/12/07 18:13:48.782,1.578201
2018/12/07 18:13:48.974,1.661236
2018/12/07 18:13:49.164,1.792174
2018/12/07 18:13:49.366,1.795368
2018/12/07 18:13:49.568,1.942275
2018/12/07 18:13:49.759,1.980599
2018/12/07 18:13:49.993,1.96463
2018/12/07 18:13:50.190,1.923113
2018/12/07 18:13:50.370,1.900758
2018/12/07 18:13:50.565,2.066827
2018/12/07 18:13:50.754,2.085988
2018/12/07 18:13:50.965,2.303155
2018/12/07 18:13:51.164,2.325511
2018/12/07 18:13:51.368,2.341479
2018/12/07 18:13:51.574,2.510741
2018/12/07 18:13:51.782,2.485192
2018/12/07 18:13:51.981,2.584195
2018/12/07 18:13:52.202,2.552258
2018/12/07 18:13:52.402,2.533097
2018/12/07 18:13:52.584,2.517128
2018/12/07 18:13:52.796,2.590582
2018/12/07 18:13:53.005,2.648067
2018/12/07 18:13:53.230,2.7822
2018/12/07 18:13:53.442,2.804555
2018/12/07 18:13:53.623,2.881202
2018/12/07 18:13:53.822,2.906751
2018/12/07 18:13:54.024,2.89717
2018/12/07 18:13:54.227,3.117531
2018/12/07 18:13:54.449,3.056852
2018/12/07 18:13:54.626,3.03769
2018/12/07 18:13:54.822,3.114337
2018/12/07 18:13:55.017,3.104756
2018/12/07 18:13:55.225,3.104756
2018/12/07 18:13:55.410,3.10795
2018/12/07 18:13:55.581,3.194178
2018/12/07 18:13:55.779,3.222921
2018/12/07 18:13:55.980,3.331504
2018/12/07 18:13:56.202,3.302761
2018/12/07 18:13:56.417,3.315536
2018/12/07 18:13:56.617,3.404958
2018/12/07 18:13:56.836,3.459249
2018/12/07 18:13:57.073,3.376215
2018/12/07 18:13:57.284,3.369828
2018/12/07 18:13:57.478,3.277212
2018/12/07 18:13:57.678,3.35386
2018/12/07 18:13:57.891,3.321923
2018/12/07 18:13:58.090,3.2836
2018/12/07 18:13:58.296,3.35386
2018/12/07 18:13:58.494,3.277212
2018/12/07 18:13:58.704,3.302761
2018/12/07 18:13:58.898,3.36344
2018/12/07 18:13:59.096,3.529509
2018/12/07 18:13:59.289,3.440088
2018/12/07 18:13:59.488,3.360247
2018/12/07 18:13:59.688,3.459249
2018/12/07 18:13:59.900,3.628512
2018/12/07 18:14:00.100,3.71474
2018/12/07 18:14:00.340,3.701965
2018/12/07 18:14:00.549,3.701965
2018/12/07 18:14:00.727,3.698772
2018/12/07 18:14:00.942,3.708352
2018/12/07 18:14:01.165,3.670029
2018/12/07 18:14:01.360,3.593382
2018/12/07 18:14:01.565,3.366634
2018/12/07 18:14:01.772,3.181404
2018/12/07 18:14:01.963,2.9323
2018/12/07 18:14:02.177,2.820523
2018/12/07 18:14:02.386,2.81733
2018/12/07 18:14:02.597,2.862041
2018/12/07 18:14:02.835,2.794974
2018/12/07 18:14:03.028,2.992979
2018/12/07 18:14:03.223,2.986592
2018/12/07 18:14:03.430,2.788587
2018/12/07 18:14:03.623,2.830104
2018/12/07 18:14:03.817,2.71194
2018/12/07 18:14:03.992,2.715134
2018/12/07 18:14:04.218,2.670423
2018/12/07 18:14:04.428,2.705553
2018/12/07 18:14:04.627,2.635293
2018/12/07 18:14:04.839,2.734295
2018/12/07 18:14:05.049,3.369828
2018/12/07 18:14:05.224,2.855653
2018/12/07 18:14:05.432,3.586995
2018/12/07 18:14:05.637,2.929107
2018/12/07 18:14:05.852,3.590188
2018/12/07 18:14:06.051,2.973818
2018/12/07 18:14:06.257,3.60935
2018/12/07 18:14:06.457,3.021722
2018/12/07 18:14:06.681,3.491186
2018/12/07 18:14:06.879,3.206953
2018/12/07 18:14:07.099,3.417732
2018/12/07 18:14:07.319,3.187791
2018/12/07 18:14:07.525,3.341085
2018/12/07 18:14:07.720,3.379409
2018/12/07 18:14:07.920,3.17821
2018/12/07 18:14:08.125,3.401764
2018/12/07 18:14:08.346,3.226114
2018/12/07 18:14:08.542,3.494379
2018/12/07 18:14:08.735,3.133499
2018/12/07 18:14:08.941,3.711546
2018/12/07 18:14:09.183,3.401764
2018/12/07 18:14:09.384,3.481605
