Time,Untitled
2018/12/07 18:05:05.783,2.951462
2018/12/07 18:05:05.992,3.312342
2018/12/07 18:05:06.179,3.101563
2018/12/07 18:05:06.378,2.954656
2018/12/07 18:05:06.554,2.9323
2018/12/07 18:05:06.766,3.171823
2018/12/07 18:05:06.966,2.935494
2018/12/07 18:05:07.168,3.344279
2018/12/07 18:05:07.374,2.973818
2018/12/07 18:05:07.582,3.076014
2018/12/07 18:05:07.774,3.289987
2018/12/07 18:05:07.980,2.996173
2018/12/07 18:05:08.200,2.983398
2018/12/07 18:05:08.414,3.232502
2018/12/07 18:05:08.612,3.168629
2018/12/07 18:05:08.827,2.957849
2018/12/07 18:05:09.018,2.935494
2018/12/07 18:05:09.208,2.900364
2018/12/07 18:05:09.426,2.794974
2018/12/07 18:05:09.628,2.794974
2018/12/07 18:05:09.807,2.862041
2018/12/07 18:05:10.004,2.862041
2018/12/07 18:05:10.212,2.791781
2018/12/07 18:05:10.397,2.715134
2018/12/07 18:05:10.618,2.727908
2018/12/07 18:05:10.826,3.395377
2018/12/07 18:05:11.040,2.849266
2018/12/07 18:05:11.262,3.769031
2018/12/07 18:05:11.458,2.992979
2018/12/07 18:05:11.683,3.762644
2018/12/07 18:05:11.901,3.03769
2018/12/07 18:05:12.119,3.839291
2018/12/07 18:05:12.350,3.063239
2018/12/07 18:05:12.567,3.487992
2018/12/07 18:05:12.767,3.175016
2018/12/07 18:05:12.970,3.4337
2018/12/07 18:05:13.159,3.35386
2018/12/07 18:05:13.342,3.101563
2018/12/07 18:05:13.533,3.880808
2018/12/07 18:05:13.741,3.17821
2018/12/07 18:05:13.969,3.063239
2018/12/07 18:05:14.189,3.564639
2018/12/07 18:05:14.370,3.315536
2018/12/07 18:05:14.577,3.104756
2018/12/07 18:05:14.781,3.583801
2018/12/07 18:05:14.985,3.181404
2018/12/07 18:05:15.201,3.114337
2018/12/07 18:05:15.402,3.804161
2018/12/07 18:05:15.583,3.197372
2018/12/07 18:05:15.787,3.414539
2018/12/07 18:05:16.012,3.39857
2018/12/07 18:05:16.221,3.17821
2018/12/07 18:05:16.404,3.890389
2018/12/07 18:05:16.593,3.2836
2018/12/07 18:05:16.813,3.481605
2018/12/07 18:05:17.017,3.666835
2018/12/07 18:05:17.189,3.226114
2018/12/07 18:05:17.404,3.577414
2018/12/07 18:05:17.593,3.379409
2018/12/07 18:05:17.790,3.197372
2018/12/07 18:05:17.983,3.765838
2018/12/07 18:05:18.169,3.238889
2018/12/07 18:05:18.396,3.280406
2018/12/07 18:05:18.600,3.848872
2018/12/07 18:05:18.811,3.274019
2018/12/07 18:05:19.030,3.813742
2018/12/07 18:05:19.237,3.280406
2018/12/07 18:05:19.427,3.232502
2018/12/07 18:05:19.644,3.810549
2018/12/07 18:05:19.858,3.197372
2018/12/07 18:05:20.082,3.909551
2018/12/07 18:05:20.267,3.258051
2018/12/07 18:05:20.480,3.737095
2018/12/07 18:05:20.688,3.312342
2018/12/07 18:05:20.911,3.443281
2018/12/07 18:05:21.119,3.430507
2018/12/07 18:05:21.323,3.206953
2018/12/07 18:05:21.520,3.839291
2018/12/07 18:05:21.735,3.245276
2018/12/07 18:05:21.969,3.874421
2018/12/07 18:05:22.178,3.289987
2018/12/07 18:05:22.396,3.963843
2018/12/07 18:05:22.597,3.299568
2018/12/07 18:05:22.771,3.35386
2018/12/07 18:05:22.998,3.500767
2018/12/07 18:05:23.205,3.245276
2018/12/07 18:05:23.438,3.650867
2018/12/07 18:05:23.636,3.17821
2018/12/07 18:05:23.854,3.440088
2018/12/07 18:05:24.061,2.497967
2018/12/07 18:05:24.262,2.025309
2018/12/07 18:05:24.464,1.811336
2018/12/07 18:05:24.655,1.606944
2018/12/07 18:05:24.867,1.485586
2018/12/07 18:05:25.068,1.357841
2018/12/07 18:05:25.289,1.265226
2018/12/07 18:05:25.485,1.169417
2018/12/07 18:05:25.707,1.095963
2018/12/07 18:05:25.932,1.035284
